STATE_CODE,SHRP_ID,CONSTRUCTION_NO,MRI,NEXT_MRI,NEXT_VISIT_DATE,YEARS_TO_NEXT,AADTT_ALL_TRUCKS_TREND,TOTAL_ANN_PRECIP,MEAN_ANN_TEMP_AVG,FREEZE_INDEX_YR,FREEZE_THAW_YR,PAVEMENT_AGE,SN,DIRECTION_OF_TRAVEL_EXP
50,1002,1,1.4329999685287476,1.465999960899353,2001-05-08,0.13415468856947296,325,767.0999755859375,7.5,582,119,16.632443531827516,7.351889763779528,Northbound
50,1002,1,1.4819999933242798,1.3589999675750732,2001-06-05,0.07665982203969883,325,767.0999755859375,7.5,582,119,16.76659822039699,7.351889763779528,Northbound
50,1002,1,1.3380000591278076,1.4210000038146973,2001-08-09,0.17796030116358658,325,767.0999755859375,7.5,582,119,16.843258042436688,7.351889763779528,Northbound
50,1002,1,1.4450000524520874,1.4579999446868896,2001-11-14,0.2655715263518138,325,767.0999755859375,7.5,582,119,17.021218343600275,7.351889763779528,Northbound
50,1002,1,1.434000015258789,1.434999942779541,2002-02-07,0.2327173169062286,325,767.0999755859375,7.5,582,119,17.286789869952088,7.351889763779528,Northbound
50,1002,1,1.531000018119812,1.4229999780654907,2002-02-19,0.03285420944558522,292,1015.9000244140624,7.099999904632568,548,142,17.519507186858316,7.351889763779528,Northbound
50,1002,1,1.4290000200271606,1.5260000228881836,2002-05-09,0.216290212183436,292,1015.9000244140624,7.099999904632568,548,142,17.5523613963039,7.351889763779528,Northbound
50,1002,1,1.496000051498413,1.4830000400543213,2002-08-08,0.24914442162902123,292,1015.9000244140624,7.099999904632568,548,142,17.76865160848734,7.351889763779528,Northbound
50,1002,1,1.472000002861023,1.4780000448226929,2002-11-07,0.24914442162902123,292,1015.9000244140624,7.099999904632568,548,142,18.017796030116358,7.351889763779528,Northbound
50,1002,1,1.4830000400543213,1.503000020980835,2003-01-03,0.15605749486652978,292,1015.9000244140624,7.099999904632568,548,142,18.26694045174538,7.351889763779528,Northbound
50,1002,1,1.496000051498413,1.4850000143051147,2003-05-08,0.34223134839151265,302,1249.199951171875,6.0,1002,97,18.42299794661191,7.351889763779528,Northbound
50,1002,1,1.4240000247955322,1.5110000371932983,2003-06-26,0.13415468856947296,302,1249.199951171875,6.0,1002,97,18.765229295003422,7.351889763779528,Northbound
50,1002,1,1.4479999542236328,1.472000002861023,2003-10-28,0.3394934976043806,302,1249.199951171875,6.0,1002,97,18.899383983572896,7.351889763779528,Northbound
50,1002,1,1.4429999589920044,1.4609999656677246,2004-04-14,0.46269678302532513,302,1249.199951171875,6.0,1002,97,19.238877481177276,7.351889763779528,Northbound
17,1003,1,0.9610000252723694,0.9629999995231628,1990-07-26,0.34770704996577684,212,1235.800048828125,14.0,95,91,3.468856947296372,6.208346456692914,Westbound
17,1003,1,0.9919999837875366,0.9210000038146972,1990-12-11,0.37782340862423,212,1235.800048828125,14.0,95,91,3.8165639972621492,6.208346456692914,Westbound
17,1003,1,0.9259999990463256,0.9380000233650208,1991-12-18,1.0184804928131417,212,1235.800048828125,14.0,95,91,4.1943874058863795,6.208346456692914,Westbound
17,1003,1,0.944000005722046,0.9760000109672546,1992-10-07,0.8049281314168378,208,993.7999877929688,14.0,156,77,5.212867898699521,6.208346456692914,Westbound
17,1003,1,0.9679999947547911,0.9259999990463256,1994-01-13,1.267624914442163,247,808.4000244140625,13.800000190734863,46,78,6.017796030116359,6.208346456692914,Westbound
15,1003,1,2.515000104904175,2.440999984741211,1993-02-03,1.9520876112251881,170,676.2000122070312,24.200000762939453,0,0,7.055441478439425,4.417086614173229,Westbound
17,1003,1,0.9259999990463256,0.9929999709129332,1995-03-03,1.1334702258726899,286,979.5,13.399999618530272,203,62,7.285420944558521,6.208346456692914,Westbound
17,1003,1,0.9419999718666076,0.9819999933242798,1997-05-17,2.206707734428474,305,1149.9000244140625,13.0,222,70,8.41889117043121,6.208346456692914,Westbound
15,1003,1,2.440999984741211,2.4040000438690186,1995-03-23,2.130047912388775,126,699.2999877929688,23.799999237060547,0,0,9.007529089664613,4.417086614173229,Westbound
17,1003,1,0.9890000224113464,1.0099999904632568,1999-01-12,1.6563997262149213,375,919.7000122070312,12.800000190734863,194,69,10.625598904859686,6.208346456692914,Westbound
15,1003,1,2.4040000438690186,2.525000095367432,1997-02-20,1.9164955509924708,138,466.5,24.200000762939453,0,0,11.137577002053389,4.417086614173229,Westbound
17,1003,1,1.0210000276565552,1.006999969482422,1999-08-17,0.5941136208076659,379,940.5999755859376,13.899999618530272,132,81,12.281998631074606,6.208346456692914,Westbound
17,1003,1,1.0640000104904177,0.9800000190734864,2000-11-28,1.2840520191649556,379,940.5999755859376,13.899999618530272,132,81,12.876112251882272,6.208346456692914,Westbound
15,1003,1,2.525000095367432,2.496999979019165,1999-04-07,2.1245722108145104,84,936.2999877929688,24.200000762939453,0,0,13.05407255304586,4.417086614173229,Westbound
17,1003,1,0.9900000095367432,1.0219999551773071,2001-09-19,0.8076659822039699,405,1200.4000244140625,12.899999618530272,288,83,14.160164271047227,6.208346456692914,Westbound
17,1003,1,1.0260000228881836,1.0820000171661377,2004-08-26,2.9349760438056127,465,946.7000122070312,13.699999809265137,135,84,14.967830253251197,6.208346456692914,Westbound
15,1003,1,2.496999979019165,2.5,2001-09-06,2.4175222450376452,166,547.4000244140625,23.700000762939453,0,0,15.178644763860369,4.417086614173229,Westbound
15,1003,1,2.5,2.46399998664856,2003-03-14,1.516769336071184,194,517.0,24.0,0,0,17.596167008898014,4.417086614173229,Westbound
17,1003,1,1.0570000410079956,1.118000030517578,2007-07-12,2.8747433264887063,645,1329.300048828125,13.199999809265137,202,69,17.90280629705681,6.208346456692914,Westbound
15,1003,1,2.46399998664856,2.509999990463257,2005-08-04,2.3928815879534566,165,699.7000122070312,24.399999618530277,0,0,19.1129363449692,4.417086614173229,Westbound
29,1005,1,0.7900000214576721,0.8100000023841858,1990-12-12,0.6187542778918549,598,1348.699951171875,14.300000190734863,86,84,15.997262149212867,4.462913385826772,Westbound
29,1005,1,0.8190000057220459,0.7929999828338623,1992-02-15,1.1772758384668036,598,1348.699951171875,14.300000190734863,86,84,16.61601642710472,4.462913385826772,Westbound
29,1005,1,0.7879999876022339,0.8090000152587891,1993-03-14,1.0759753593429158,317,1013.0999755859376,13.199999809265137,34,84,17.793292265571527,4.462913385826772,Westbound
29,1005,1,0.8109999895095825,0.7400000095367432,1994-05-10,1.1553730321697468,447,1531.4000244140625,12.800000190734863,163,78,18.869267624914443,4.462913385826772,Westbound
29,1005,1,0.718999981880188,0.7580000162124634,1997-03-15,2.847364818617385,499,1365.300048828125,13.600000381469728,168,65,20.024640657084188,4.462913385826772,Westbound
29,1005,1,0.7639999985694885,0.7979999780654907,1998-04-15,1.0841889117043122,472,869.7000122070312,12.899999618530272,173,72,22.872005475701574,4.462913385826772,Westbound
29,1005,1,0.796999990940094,0.7879999876022339,1999-02-13,0.8323066392881588,513,1315.699951171875,14.800000190734863,95,56,23.956194387405887,4.462913385826772,Westbound
29,1005,1,0.7990000247955322,0.8320000171661377,2000-01-18,0.9281314168377823,542,811.0,14.699999809265137,106,60,24.788501026694046,4.462913385826772,Westbound
29,1005,1,0.8259999752044678,0.8159999847412109,2001-04-26,1.270362765229295,730,714.9000244140625,14.300000190734863,170,64,25.71663244353183,4.462913385826772,Westbound
29,1005,1,0.824999988079071,0.8799999952316284,2002-02-17,0.813141683778234,760,1076.199951171875,15.0,65,66,26.986995208761122,4.462913385826772,Westbound
29,1005,1,0.878000020980835,0.9079999923706056,2004-06-11,2.3134839151266258,789,957.2999877929688,12.600000381469728,189,102,27.800136892539356,4.462913385826772,Westbound
