STATE_CODE,SHRP_ID,CONSTRUCTION_NO,YEAR,AADTT_ALL_TRUCKS_TREND
48,3609,1,1977,119
48,3609,1,1978,112
48,3609,1,1979,92
48,3609,1,1980,91
48,3609,1,1981,90
48,3609,1,1982,96
48,3609,1,1983,84
48,3609,1,1984,86
48,3609,1,1985,88
48,3609,1,1986,122
48,3609,1,1987,118
48,3609,1,1988,97
48,3609,1,1989,97
48,3609,1,1990,110
48,3609,1,1991,92
50,1002,1,1984,250
50,1002,1,1985,250
50,1002,1,1986,340
50,1002,1,1987,340
50,1002,1,1988,270
50,1002,1,1989,290
50,1002,1,1990,220
50,1002,1,1991,225
50,1002,1,1992,240
50,1002,1,1993,220
50,1002,1,1994,224
50,1002,1,1995,224
50,1002,1,1996,248
50,1002,1,1997,262
50,1002,1,1998,257
50,1002,1,1999,380
50,1002,1,2000,392
50,1002,1,2001,325
50,1002,1,2002,292
50,1002,1,2003,302
50,1002,1,2004,282
50,1002,1,2005,348
53,1501,1,1982,33
53,1501,1,1983,35
53,1501,1,1984,36
53,1501,1,1985,34
53,1501,1,1986,38
53,1501,1,1987,39
53,1501,1,1988,40
53,1501,1,1989,41
53,1501,1,1990,42
53,1501,1,1991,77
53,1501,1,1992,53
53,1501,1,1993,55
53,1501,1,1994,54
53,1501,1,1995,14
53,1501,1,1996,41
53,1501,1,1997,56
53,1501,1,1998,57
53,1501,1,1999,46
53,1501,1,2000,53
56,2018,1,1983,253
56,2018,1,1984,243
56,2018,1,1985,243
56,2018,1,1986,220
56,2018,1,1987,218
56,2018,1,1988,198
56,2018,1,1989,198
56,2018,1,1990,182
56,2018,1,1991,183
56,2018,1,1992,183
56,2018,1,1993,167
56,2018,1,1994,160
85,1801,1,1984,336
85,1801,1,1985,404
85,1801,1,1986,558
85,1801,1,1987,336
85,1801,1,1988,209
85,1801,1,1989,586
85,1801,1,1990,446
85,1801,1,1991,468
85,1801,1,1992,474
85,1801,1,1993,167
85,1801,1,1994,446
85,1801,1,1995,433
85,1801,1,1996,420
85,1801,1,1997,290
85,1801,1,1998,395
85,1801,1,1999,404
85,1801,1,2000,414
85,1801,1,2001,424
85,1801,1,2002,435
85,1801,1,2003,446
85,1801,1,2004,457
85,1801,1,2005,468
85,1801,1,2006,480
85,1808,1,1983,129
85,1808,1,1984,134
85,1808,1,1985,80
85,1808,1,1986,80
85,1808,1,1987,195
85,1808,1,1988,180
85,1808,1,1989,195
85,1808,1,1990,200
85,1808,1,1991,214
85,1808,1,1992,121
85,1808,1,1993,70
85,1808,1,1994,93
85,1808,1,1995,102
85,1808,1,1996,106
85,1808,1,1997,113
85,1808,1,1998,111
85,1808,1,1999,109
85,1808,1,2000,108
85,1808,1,2001,106
85,1808,1,2002,104
85,1808,1,2003,103
85,1808,1,2004,101
85,1808,1,2005,100
85,1808,1,2006,98
85,1808,1,2007,97
85,1808,1,2008,95
85,1808,1,2009,94
85,1808,1,2010,92
85,1808,1,2011,91
85,1808,1,2012,89
85,1808,1,2013,88
85,1808,1,2014,87
85,1808,1,2015,85
85,1808,1,2016,84
85,1808,1,2017,83
